1.893573550821441298e+00,1.367395790351821905e+00
1.767727747462804366e+00,2.050903601276176769e+00
4.972253549545488371e-01,3.954304224129903123e+00
1.951254497333668736e+00,9.592752632335904694e-01
1.864153599497481162e+00,1.633014265395695164e+00
1.687914402287871596e+00,2.167876900888450198e+00
1.533426762280770683e+00,2.657163574242916049e+00
8.609079390752493177e-01,3.758315672709563682e+00
1.785423635357691330e+00,1.874298820424560086e+00
1.453298009825692461e+00,2.825337690641058330e+00
1.164800672341502086e+00,3.491705447624413594e+00
1.491716558128270753e+00,2.782600799223175159e+00
5.735420023302640891e-01,3.899004205123986821e+00
1.810119665415413248e+00,1.796267438019874430e+00
1.794278018035433631e+00,1.845302520591208806e+00
1.093409344489736368e+00,3.556205625785220370e+00
1.376160152373862688e+00,3.080616795836744082e+00
1.639778968063524189e+00,2.383250042566086080e+00
1.140285645541944781e+00,3.517214047802629917e+00
1.264163667710295202e+00,3.151677586829624733e+00
4.407671542445259494e-01,3.958676586594962021e+00
1.833607673136249394e+00,1.657321561319303971e+00
6.151890706934524111e-01,3.880155473878441619e+00
1.385541950313913251e+00,2.920386013747170217e+00
1.242403324462590941e+00,3.261933138972612944e+00
1.537084184600593595e+00,2.605954255055529689e+00
5.920421847597499010e-01,3.892983955341589475e+00
7.761763053998714523e-02,4.011314312858051956e+00
1.095177955208901821e+00,3.523847085928474510e+00
9.167454329859356932e-01,3.614473933196104216e+00
3.244938338554100854e-01,3.964333125259265067e+00
7.160355078842756127e-01,3.766662890319657286e+00
