5.382998333503385968e-01,2.100000000000001865e-01
5.382998333503385968e-01,2.100000000000001865e-01
5.382998333503385968e-01,3.573901352537202647e-01
5.382998333503385968e-01,3.914958601592566367e-01
5.382998333503385968e-01,4.392439505313207038e-01
5.382998333503385968e-01,4.583406404354878338e-01
5.382998333503385968e-01,4.711880678774151843e-01
5.382998333503385968e-01,4.835322068609250179e-01
5.382998333503385968e-01,4.891118917494361451e-01
5.382998333503385968e-01,4.942529568108970928e-01
5.382998333503385968e-01,4.993897920849805772e-01
5.382998333503385968e-01,5.027000147551380360e-01
5.382998333503385968e-01,5.059649314085211680e-01
5.382998333503385968e-01,5.091527080747426659e-01
5.382998333503385968e-01,5.123368005009019122e-01
5.382998333503385968e-01,5.139877611858343354e-01
5.382998333503385968e-01,5.155642882603700405e-01
5.382998333503385968e-01,5.169151061122276847e-01
5.382998333503385968e-01,5.182591869031455412e-01
5.382998333503385968e-01,5.195849960043755766e-01
5.382998333503385968e-01,5.209080949199688115e-01
5.382998333503385968e-01,5.217447583584939874e-01
5.382998333503385968e-01,5.225813968169729096e-01
5.382998333503385968e-01,5.234081271601160879e-01
5.382998333503385968e-01,5.242344048631234488e-01
5.382998333503385968e-01,5.250458420617263311e-01
5.382998333503385968e-01,5.258567671834579738e-01
5.382998333503385968e-01,5.266646129593124392e-01
5.382998333503385968e-01,5.274721524636194481e-01
5.382998333503385968e-01,5.279612359838538049e-01
5.382998333503385968e-01,5.284270887849300546e-01
5.382998333503385968e-01,5.288419436401206042e-01
5.382998333503385968e-01,5.292547006276103749e-01
5.382998333503385968e-01,5.296023773754867658e-01
5.382998333503385968e-01,5.299495445481355871e-01
