4.201303514688255469e-01,1.706897739658944368e-01
4.201303514688255469e-01,2.269766118410793121e-01
4.201303514688255469e-01,2.883819393739108783e-01
4.201303514688255469e-01,2.883819393739108783e-01
4.201303514688255469e-01,2.883819393739108783e-01
4.201303514688255469e-01,2.883819393739108783e-01
4.201303514688255469e-01,3.170528573195184885e-01
4.201303514688255469e-01,3.170528573195184885e-01
4.201303514688255469e-01,3.372204727033671912e-01
4.201303514688255469e-01,3.491293237677878247e-01
4.201303514688255469e-01,3.491293237677878247e-01
4.201303514688255469e-01,3.491293237677878247e-01
4.201303514688255469e-01,3.491293237677878247e-01
4.201303514688255469e-01,3.491293237677878247e-01
4.201303514688255469e-01,3.491293237677878247e-01
4.201303514688255469e-01,3.491293237677878247e-01
4.201303514688255469e-01,3.604310598817241362e-01
4.201303514688255469e-01,3.604310598817241362e-01
4.201303514688255469e-01,3.604310598817241362e-01
4.201303514688255469e-01,3.604310598817241362e-01
4.201303514688255469e-01,3.604310598817241362e-01
4.201303514688255469e-01,3.604310598817241362e-01
4.201303514688255469e-01,3.604310598817241362e-01
4.201303514688255469e-01,3.604310598817241362e-01
4.201303514688255469e-01,3.604310598817241362e-01
4.201303514688255469e-01,3.604310598817241362e-01
4.201303514688255469e-01,3.604310598817241362e-01
4.201303514688255469e-01,3.604310598817241362e-01
4.201303514688255469e-01,3.643105206991794631e-01
4.201303514688255469e-01,3.643105206991794631e-01
4.201303514688255469e-01,3.643105206991794631e-01
4.201303514688255469e-01,3.643105206991794631e-01
4.201303514688255469e-01,3.643105206991794631e-01
4.201303514688255469e-01,3.643105206991794631e-01
4.201303514688255469e-01,3.643105206991794631e-01
