7.424410928233782236e-02,7.275222774567839945e-01
4.044671808898898657e-01,3.640226569366721288e-01
7.024317151841954487e-01,1.618880055838626264e-01
1.941216961166621346e-01,5.594075623473977465e-01
5.428721632271132913e-01,2.632014093206249683e-01
0.000000000000000000e+00,1.000000000000000000e+00
9.074719702112732378e-01,4.738676777441663823e-02
3.026457339787835266e-01,4.498675305176184080e-01
1.000000000000000000e+00,0.000000000000000000e+00
1.258886973504587947e-01,6.451920274987344994e-01
7.894733900282473460e-01,1.114768489069924984e-01
3.229840488395402387e-02,8.202824302302247350e-01
5.989905188264881275e-01,2.260552223662930516e-01
9.617464406295073154e-01,1.931328109864394182e-02
3.465716000443473943e-01,4.263097068317909799e-01
4.661483077285171750e-01,3.172494542451708144e-01
2.505901741283532713e-01,4.994101737666323260e-01
1.434285562891563816e-02,8.802383382341593121e-01
8.442042352224623514e-01,8.119412538748838060e-02
9.685901733100450717e-02,6.887781862866864113e-01
6.533772370663363249e-01,1.916824651992656836e-01
2.235886303913117990e-01,5.271484055315962536e-01
